open_time,open,high,low,close
2021-06-12 09:40:00,35146.5,35207.0,35102.0,35198.0
2021-06-12 09:50:00,35198.0,35240.0,35083.0,35226.5
2021-06-12 10:00:00,35226.5,35261.5,35094.0,35100.5
2021-06-12 10:10:00,35100.5,35121.5,34573.5,34831.5
2021-06-12 10:20:00,34831.5,34941.5,34693.0,34924.0
2021-06-12 10:30:00,34924.0,35815.0,34923.5,35588.5
2021-06-12 10:40:00,35588.5,35887.0,35588.5,35825.0
2021-06-12 10:50:00,35825.0,35825.0,35650.0,35667.5
2021-06-12 11:00:00,35667.5,35698.5,35565.5,35657.5
2021-06-12 11:10:00,35657.5,35665.5,35485.5,35509.5
2021-06-12 11:20:00,35509.5,35534.0,35446.5,35452.5
2021-06-12 11:30:00,35452.5,35500.0,35412.0,35493.5
2021-06-12 11:40:00,35493.5,35706.5,35460.5,35566.0
2021-06-12 11:50:00,35566.0,35652.5,35531.5,35580.5
2021-06-12 12:00:00,35580.5,35623.0,35510.0,35623.0
2021-06-12 12:10:00,35623.0,35772.5,35587.5,35715.0
2021-06-12 12:20:00,35715.0,35720.0,35589.5,35691.5
2021-06-12 12:30:00,35691.5,36196.0,35664.0,36196.0
2021-06-12 12:40:00,36196.0,36200.0,35925.5,35994.5
2021-06-12 12:50:00,35994.5,36054.0,35900.0,36049.0
2021-06-12 13:00:00,36049.0,36072.5,35860.0,35885.5
2021-06-12 13:10:00,35885.5,35928.5,35825.5,35918.5
2021-06-12 13:20:00,35918.5,35918.5,35836.0,35863.0
2021-06-12 13:30:00,35863.0,35950.0,35857.5,35914.5
2021-06-12 13:40:00,35914.5,36055.0,35904.5,36055.0
2021-06-12 13:50:00,36055.0,36055.0,35970.5,36004.5
2021-06-12 14:00:00,36004.5,36005.0,35670.0,35728.5
2021-06-12 14:10:00,35728.5,35751.0,35509.0,35555.0
2021-06-12 14:20:00,35555.0,35723.0,35497.0,35694.0
2021-06-12 14:30:00,35694.0,35742.5,35601.5,35637.5
2021-06-12 14:40:00,35637.5,35742.5,35591.0,35668.0
2021-06-12 14:50:00,35668.0,35719.0,35611.5,35676.5
2021-06-12 15:00:00,35676.5,35838.0,35676.5,35731.0
2021-06-12 15:10:00,35731.0,35731.0,35320.0,35450.0
2021-06-12 15:20:00,35450.0,35490.0,35412.5,35444.0
2021-06-12 15:30:00,35444.0,35536.0,35444.0,35505.5
2021-06-12 15:40:00,35505.5,35529.0,35398.5,35414.0
2021-06-12 15:50:00,35414.0,35430.5,35350.0,35379.0
2021-06-12 16:00:00,35379.0,35538.5,35303.5,35450.0
2021-06-12 16:10:00,35450.0,35534.0,35360.0,35519.0
2021-06-12 16:20:00,35519.0,35605.0,35490.5,35524.5
2021-06-12 16:30:00,35524.5,35552.5,35456.0,35457.5
2021-06-12 16:40:00,35457.5,35495.5,35416.5,35482.0
2021-06-12 16:50:00,35482.0,35541.5,35443.5,35524.0
2021-06-12 17:00:00,35524.0,35560.5,35455.0,35526.0
2021-06-12 17:10:00,35526.0,35526.0,35437.0,35449.0
2021-06-12 17:20:00,35449.0,35500.0,35393.5,35460.0
2021-06-12 17:30:00,35460.0,35801.0,35460.0,35784.5
2021-06-12 17:40:00,35784.5,35786.0,35672.5,35700.5
2021-06-12 17:50:00,35700.5,35720.0,35672.5,35711.5
2021-06-12 18:00:00,35711.5,35728.0,35659.0,35705.0
2021-06-12 18:10:00,35705.0,35901.5,35692.5,35833.0
2021-06-12 18:20:00,35833.0,35833.0,35752.0,35796.5
2021-06-12 18:30:00,35796.5,35934.5,35771.0,35934.5
2021-06-12 18:40:00,35934.5,35969.5,35884.0,35932.0
2021-06-12 18:50:00,35932.0,35984.0,35907.5,35908.0
2021-06-12 19:00:00,35908.0,35937.5,35876.5,35925.5
2021-06-12 19:10:00,35925.5,35938.5,35803.5,35817.0
2021-06-12 19:20:00,35817.0,35847.0,35740.0,35768.0
2021-06-12 19:30:00,35768.0,35827.5,35699.5,35715.0
2021-06-12 19:40:00,35715.0,35800.0,35715.0,35727.0
2021-06-12 19:50:00,35727.0,35766.0,35700.0,35733.5
2021-06-12 20:00:00,35733.5,35873.5,35733.0,35837.0
2021-06-12 20:10:00,35837.0,35899.0,35837.0,35889.5
2021-06-12 20:20:00,35889.5,35955.0,35866.5,35866.5
2021-06-12 20:30:00,35866.5,36118.0,35866.5,35962.5
2021-06-12 20:40:00,35962.5,36070.5,35962.5,36059.0
2021-06-12 20:50:00,36059.0,36121.0,35963.0,35975.0
2021-06-12 21:00:00,35975.0,36018.5,35874.0,35874.5
2021-06-12 21:10:00,35874.5,36022.0,35874.0,35956.0
2021-06-12 21:20:00,35956.0,35963.5,35870.5,35954.5
2021-06-12 21:30:00,35954.5,35968.5,35774.0,35774.0
2021-06-12 21:40:00,35774.0,35893.5,35748.0,35863.0
2021-06-12 21:50:00,35863.0,35869.0,35769.5,35810.0
2021-06-12 22:00:00,35810.0,35969.0,35809.5,35921.0
2021-06-12 22:10:00,35921.0,35942.5,35786.5,35786.5
2021-06-12 22:20:00,35786.5,35809.0,35605.5,35670.5
2021-06-12 22:30:00,35670.5,35729.0,35567.5,35608.5
2021-06-12 22:40:00,35608.5,35672.0,35600.5,35618.0
2021-06-12 22:50:00,35618.0,35760.0,35618.0,35716.5
2021-06-12 23:00:00,35716.5,35779.0,35707.5,35778.5
2021-06-12 23:10:00,35778.5,35866.0,35778.5,35826.5
2021-06-12 23:20:00,35826.5,35857.0,35800.0,35830.0
2021-06-12 23:30:00,35830.0,35830.5,35707.5,35717.0
2021-06-12 23:40:00,35717.0,35762.0,35550.0,35550.5
2021-06-12 23:50:00,35550.5,35550.5,35436.5,35539.5
2021-06-13 00:00:00,35539.5,35610.0,35391.0,35499.5
2021-06-13 00:10:00,35499.5,35544.5,35440.5,35489.0
2021-06-13 00:20:00,35489.0,35502.0,35350.0,35462.5
2021-06-13 00:30:00,35462.5,35545.0,35430.0,35470.0
2021-06-13 00:40:00,35470.0,35652.0,35453.5,35651.5
2021-06-13 00:50:00,35651.5,35781.0,35618.0,35742.5
2021-06-13 01:00:00,35742.5,35904.5,35730.0,35837.5
2021-06-13 01:10:00,35837.5,35837.5,35743.0,35772.0
2021-06-13 01:20:00,35772.0,35772.5,35687.0,35739.5
2021-06-13 01:30:00,35739.5,35781.0,35720.5,35736.5
2021-06-13 01:40:00,35736.5,35751.5,35689.0,35731.5
2021-06-13 01:50:00,35731.5,35854.0,35717.0,35804.0
2021-06-13 02:00:00,35804.0,35848.0,35783.5,35784.0
2021-06-13 02:10:00,35784.0,35784.0,35637.5,35646.5
2021-06-13 02:20:00,35646.5,35646.5,35566.5,35624.0
2021-06-13 02:30:00,35624.0,35639.5,35535.0,35567.0
2021-06-13 02:40:00,35567.0,35588.5,35450.0,35519.5
2021-06-13 02:50:00,35519.5,35530.5,35415.5,35467.0
2021-06-13 03:00:00,35467.0,35467.0,35237.0,35266.0
2021-06-13 03:10:00,35266.0,35305.0,35158.0,35160.0
2021-06-13 03:20:00,35160.0,35189.5,34793.0,34946.5
2021-06-13 03:30:00,34946.5,35036.0,34896.5,34918.5
2021-06-13 03:40:00,34918.5,35085.0,34808.0,34911.5
2021-06-13 03:50:00,34911.5,34950.0,34856.0,34856.0
2021-06-13 04:00:00,34856.0,34954.0,34753.0,34954.0
2021-06-13 04:10:00,34954.0,35010.0,34931.5,35000.0
2021-06-13 04:20:00,35000.0,35000.0,34894.0,34964.0
2021-06-13 04:30:00,34964.0,34999.0,34882.0,34928.5
2021-06-13 04:40:00,34928.5,35050.5,34927.5,35022.5
2021-06-13 04:50:00,35022.5,35248.0,35022.5,35178.0
2021-06-13 05:00:00,35178.0,35200.0,35052.0,35052.5
2021-06-13 05:10:00,35052.5,35052.5,34822.0,34903.0
2021-06-13 05:20:00,34903.0,35067.5,34903.0,35017.0
2021-06-13 05:30:00,35017.0,35151.0,34971.5,35100.0
2021-06-13 05:40:00,35100.0,35100.5,34940.0,35036.0
2021-06-13 05:50:00,35036.0,35046.5,34924.0,34968.5
2021-06-13 06:00:00,34968.5,35017.0,34896.5,35016.5
2021-06-13 06:10:00,35016.5,35069.5,34987.0,35042.0
2021-06-13 06:20:00,35042.0,35100.0,35017.5,35081.5
2021-06-13 06:30:00,35081.5,35144.0,35080.5,35122.0
2021-06-13 06:40:00,35122.0,35222.0,35118.0,35166.5
2021-06-13 06:50:00,35166.5,35379.0,35131.5,35350.5
2021-06-13 07:00:00,35350.5,35352.5,35259.5,35259.5
2021-06-13 07:10:00,35259.5,35475.0,35240.0,35400.5
2021-06-13 07:20:00,35400.5,35400.5,35321.0,35347.5
2021-06-13 07:30:00,35347.5,35419.5,35291.0,35357.5
2021-06-13 07:40:00,35357.5,35358.0,35216.5,35262.5
2021-06-13 07:50:00,35262.5,35297.0,35252.5,35262.5
2021-06-13 08:00:00,35262.5,35361.0,35246.5,35351.5
2021-06-13 08:10:00,35351.5,35352.0,35140.0,35194.0
2021-06-13 08:20:00,35194.0,35374.5,35184.5,35374.5
2021-06-13 08:30:00,35374.5,35769.0,35356.5,35625.0
2021-06-13 08:40:00,35625.0,35625.0,35521.0,35543.5
2021-06-13 08:50:00,35543.5,35608.0,35520.0,35608.0
2021-06-13 09:00:00,35608.0,35692.0,35548.5,35589.0
2021-06-13 09:10:00,35589.0,35631.0,35560.0,35585.0
2021-06-13 09:20:00,35585.0,35586.5,35508.5,35548.0
2021-06-13 09:30:00,35548.0,35655.0,35530.0,35637.0
2021-06-13 09:40:00,35637.0,35682.5,35598.0,35605.0
2021-06-13 09:50:00,35605.0,35899.0,35604.5,35862.0
2021-06-13 10:00:00,35862.0,35887.5,35758.0,35783.5
2021-06-13 10:10:00,35783.5,35791.0,35761.0,35761.0
2021-06-13 10:20:00,35761.0,35974.0,35744.0,35910.5
2021-06-13 10:30:00,35910.5,35910.5,35805.0,35860.0
2021-06-13 10:40:00,35860.0,36033.5,35838.5,36016.0
2021-06-13 10:50:00,36016.0,36090.0,35990.0,36000.0
2021-06-13 11:00:00,36000.0,36109.5,35965.0,36088.0
2021-06-13 11:10:00,36088.0,36088.0,35970.0,36005.0
2021-06-13 11:20:00,36005.0,36057.0,35944.5,35958.0
2021-06-13 11:30:00,35958.0,35958.5,35766.0,35807.5
2021-06-13 11:40:00,35807.5,35845.0,35765.0,35765.5
2021-06-13 11:50:00,35765.5,35897.5,35764.5,35897.0
2021-06-13 12:00:00,35897.0,36150.0,35851.5,36130.0
2021-06-13 12:10:00,36130.0,36130.5,36000.5,36016.0
2021-06-13 12:20:00,36016.0,36016.5,35846.5,35846.5
2021-06-13 12:30:00,35846.5,35924.0,35845.5,35884.0
2021-06-13 12:40:00,35884.0,36021.0,35776.5,35995.0
2021-06-13 12:50:00,35995.0,35995.5,35866.0,35875.5
2021-06-13 13:00:00,35875.5,35940.0,35785.0,35909.0
2021-06-13 13:10:00,35909.0,35941.0,35869.0,35884.0
2021-06-13 13:20:00,35884.0,35995.0,35883.5,35982.5
2021-06-13 13:30:00,35982.5,36049.0,35876.5,36027.5
2021-06-13 13:40:00,36027.5,36035.0,35952.0,35952.0
2021-06-13 13:50:00,35952.0,35981.0,35830.0,35860.5
